,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
484,485.0,TAMIL NADU,CUDDALORE,463961,453423,153508,1884,298031,368649,503195,368620,503132,126094,360154,484344,550,4193,233965,5615563,124809,3414693,1380,34254,19634,6725526,9064510,0,0,16207,3073,16218,5448,201640,67232,679542,679488,54,1614179191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19967,132080,154212,106319,71766,2881,56248,176551,183115,176622,193262,215456,120163,35758,0,0,0,3394,64134,219264,230060,218788,236922,260879,142502,39938,0,0,0,2232,52399,167794,176257,168865,185513,205307,108504,790,0,0,0,13191,354206,1549689,1693300,1358470,1651643,1728674,712453,2884,0,0,0
485,486.0,TAMIL NADU,DHARMAPURI,262795,252176,29869,6400,215907,193363,206446,193332,206411,72546,184480,195501,26,1370,159942,3285410,20325,398353,4213,105542,48,3552422,3789305,0,0,7786,1158,7793,2102,23061,32671,272673,272603,70,816474995,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10801,50634,76364,42715,14987,4219,69357,98502,97656,90441,80512,82115,68676,39735,0,0,0,4312,71267,102012,101630,94277,84141,86216,71779,41172,0,0,0,3740,64774,91836,91125,85021,75005,74942,61129,73,0,0,0,18837,449099,668850,675265,546201,526351,515779,388639,284,0,0,0
486,487.0,TAMIL NADU,DINDIGUL,350897,339824,80436,682,258706,256448,292331,256444,292334,173000,246752,276765,2018,2086,189186,8461420,57252,2715352,314,13134,231,9583377,11189906,0,0,21427,3224,21437,5586,56563,43928,385444,385087,357,2255939568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16532,61862,84570,67041,46760,7628,111097,182037,188784,185503,190299,205199,177508,109097,0,0,0,7955,117197,196230,204413,200313,204309,220066,187735,113258,0,0,0,6847,100889,169625,177154,173314,175617,192266,160073,385,0,0,0,33226,734750,1689644,1975841,1636392,1796314,2146643,1176154,942,0,0,0
487,488.0,TAMIL NADU,ERODE,223361,209021,54370,2905,151746,117461,126724,117444,126707,112548,108803,115388,1130,1230,77551,3611043,29387,1348425,1865,96544,70,4332574,5056012,0,0,7290,3449,7329,5894,32961,37940,204168,204108,60,1014646142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4917,21734,33025,30883,24829,6863,53225,74200,81126,77276,78829,77230,72976,59682,0,0,0,7027,54822,77032,84717,80141,81599,79753,75007,60914,0,0,0,5162,48126,68063,73234,67586,68704,68001,65096,4018,0,0,0,22078,409705,859637,967381,649389,742007,780686,607438,17691,0,0,0
488,489.0,TAMIL NADU,KANCHIPURAM,138672,136494,46782,1609,88103,111060,127400,111058,127399,88065,107534,121426,714,803,70603,3825832,35805,2095146,1126,60821,197,5210737,5981799,0,0,12544,6842,12544,10808,67460,27866,170482,170475,7,1252627488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5549,32056,38647,26157,19017,6058,54138,60948,64705,76396,93843,100717,95449,68311,0,0,0,6179,56003,63651,67933,80411,100476,111150,102261,70549,0,0,0,4663,49405,56769,60835,71816,89921,97147,91460,11,0,0,0,18467,390137,482716,513565,546444,1054170,1905007,1071227,66,0,0,0
489,490.0,TAMIL NADU,KANNIYAKUMARI,116409,110569,5740,640,104189,34250,36081,34248,36079,29924,32270,33700,886,494,29730,1419984,2384,118729,156,5443,21,1334819,1544156,0,0,3140,1155,3145,1982,12359,16259,81708,81639,69,331292585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,4284,9574,10162,9200,1486,13079,21276,19969,23222,24899,23997,22435,16860,0,0,0,1505,13321,21801,20497,23865,25630,24538,22807,17042,0,0,0,1327,11899,19670,18242,21560,23246,22150,20575,582,0,0,0,6081,93475,223287,225831,215796,285630,282749,209102,2205,0,0,0
490,491.0,TAMIL NADU,KARUR,157579,154114,32844,86,121184,120882,141044,120879,141042,108740,116877,133528,2159,1151,92865,4859375,23955,1294988,57,3349,72,5337393,6157712,0,0,14235,4781,14256,9051,50192,38770,179789,179486,303,1427257714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4634,28458,44194,33176,23066,30496,65413,88432,96061,94395,94550,93357,83673,58993,0,0,0,31533,69050,95692,104892,102669,102208,99769,88048,60946,0,0,0,24900,60741,83693,92014,88435,89223,87195,76698,1755,0,0,0,103672,518351,865979,1171027,884675,962226,1017831,627394,6557,0,0,0
491,492.0,TAMIL NADU,KRISHNAGIRI,295041,287477,28609,1586,257282,221395,234203,221385,234192,117441,212445,223353,261,2663,191111,6648898,20326,754840,1008,36209,39,6843609,7439947,0,0,14020,2191,14033,3621,37990,49156,310745,310546,199,1400770149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9679,75945,89645,38388,9696,6159,95396,144793,148924,144514,145936,148083,125038,78180,0,0,0,6233,97284,148805,153520,148898,150523,152541,128400,79646,0,0,0,5164,88984,135389,139795,136314,135792,136315,113654,1388,0,0,0,23630,638018,1232660,1279518,1079625,1184680,1182353,812900,6563,0,0,0
492,493.0,TAMIL NADU,MADURAI,312610,303115,62244,498,240373,242090,269717,242080,269708,122755,232437,256636,327,2825,185968,5893609,46129,1430912,340,7486,166,6366628,7332007,0,0,13082,3462,13109,6032,41563,50796,355222,355045,177,1304128917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15056,67055,78296,55272,40957,8173,108285,159667,142258,144002,167970,182553,142934,74767,0,0,0,8436,114191,170989,154338,155170,179490,194935,150824,77651,0,0,0,6795,100209,147656,133500,133670,153543,166037,124238,279,0,0,0,33575,668263,1165796,1183533,948073,1224998,1344951,761494,1324,0,0,0
493,494.0,TAMIL NADU,NAGAPATTINAM,274027,262889,101351,345,161193,232162,336926,232158,336914,118765,227617,324118,1467,1892,137180,5364584,90161,4075194,276,10992,432,7063796,9450770,0,0,18214,3528,18214,6560,51948,70857,405500,405500,0,1851471323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15093,81687,102931,76027,48380,10414,157338,169837,161826,137669,154734,120318,42426,6436,0,0,0,12306,211145,232380,221694,184117,203759,154180,52052,7637,0,0,0,9245,149787,161189,156176,130945,147537,112450,37872,568,0,0,0,42088,1583284,1950389,1881204,1254763,1472792,994920,267518,3812,0,0,0
494,495.0,TAMIL NADU,NAMAKKAL,245959,236998,61398,15410,160190,156189,171272,156185,171267,116439,149894,162658,438,1041,99472,4320566,39302,1653074,11120,489511,7701,5731137,6463151,0,0,10445,3472,10445,5959,40497,34893,262155,261991,164,1182444294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7289,36516,49940,39516,29397,13323,52643,100743,113851,110037,109875,116019,115216,90797,0,0,0,13735,54505,105314,119734,115354,115052,121549,120012,93507,0,0,0,11414,48650,94985,107876,102681,101147,107078,107559,3365,0,0,0,54754,371491,871934,1191312,904331,944969,1118563,990611,15186,0,0,0
495,496.0,TAMIL NADU,PERAMBALUR,128137,124364,36653,385,87326,105491,126868,105499,126877,35742,102913,122510,81,1176,71982,1694166,30651,725915,280,7071,51,2012573,2427152,0,0,4986,1255,4988,1966,14887,22701,164713,164638,75,503345132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8105,29674,34917,28483,21331,3380,13724,57814,74033,48368,44422,51947,39307,14611,0,0,0,3591,14795,64931,84458,54744,50656,59169,44073,16052,0,0,0,2857,12813,54486,70766,44790,41265,48547,34712,1,0,0,0,13344,89761,443460,615791,330456,330755,370703,232877,5,0,0,0
496,497.0,TAMIL NADU,PUDUKKOTTAI,315015,306582,50393,98,256091,261905,302472,261898,302451,140777,255317,290482,367,1554,213687,7858479,41556,1608270,74,2897,91,8306596,9469646,0,0,15908,2789,15910,4635,76365,54583,382991,382986,5,1916165803,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13534,81428,95752,61319,38449,6902,89815,169071,182401,174878,173746,204783,198033,126041,0,0,0,7188,94279,182454,198030,189387,188970,223769,215653,134384,0,0,0,4811,83010,160024,174306,165047,164927,193737,188273,0,0,0,0,24361,540261,1317748,1601430,1275943,1394172,1802401,1513330,0,0,0,0
497,498.0,TAMIL NADU,RAMANATHAPURAM,223188,217062,52753,53,164256,178255,207252,178241,207231,141416,173169,198034,2318,1842,130498,6443700,42626,2189238,45,2113,131,7481820,8635051,0,0,14013,2766,14022,4135,43290,53050,266328,266000,328,1513567460,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9126,47017,55748,46574,39569,19458,105249,136606,145786,140166,140679,142201,116556,69447,0,0,0,20201,113792,150691,161502,154047,154044,153945,123234,72056,0,0,0,16193,98013,129135,138314,132677,132468,130978,100913,1456,0,0,0,70564,756203,1395763,1706783,1241283,1376203,1324573,758731,4948,0,0,0
498,499.0,TAMIL NADU,SALEM,466850,443661,87370,28853,327438,250253,275173,250248,275168,154391,235785,257117,330,2009,178937,5594420,43010,1215693,13838,532817,159,6436015,7342930,0,0,14565,6823,14582,9541,57885,94982,466728,466447,281,1452031391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17576,63988,72311,57651,45591,4227,41659,84766,96709,96472,145055,177884,152797,96373,20,9,2,4541,43940,89027,102175,101894,153836,188764,160405,99852,20,9,2,3680,38651,79268,90849,89932,134227,166381,141770,3093,0,0,0,17908,323900,759942,941214,807430,1418894,1835230,1227117,11295,0,0,0
499,500.0,TAMIL NADU,SIVAGANGAI,215131,210671,42058,53,168560,167703,190026,167696,190016,166843,162496,180490,1854,2088,130626,7005107,31838,1722298,32,1865,112,7765762,8729270,0,0,15212,2720,15236,5194,46375,48147,246712,246683,29,1603687255,3,3,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,7996,43371,59755,42187,27181,15351,101357,127810,132574,135524,135652,129506,103116,74438,0,0,0,15847,106375,137179,142567,144641,143733,136103,107019,76094,0,0,0,12494,95265,120957,126124,129306,127826,115883,90626,4954,0,0,0,61825,842965,1387618,1680781,1478566,1356325,1195450,708061,17679,0,0,0
500,501.0,TAMIL NADU,THANJAVUR,326039,312631,88830,209,223592,243386,305928,243380,305921,188627,237772,294143,821,2937,167062,6446476,70573,2770409,137,6066,26,7651447,9222951,0,0,16605,2352,16605,4087,45350,70283,409396,409396,0,1687709899,7,7,0,13410,0,0,0,0,0,0,0,0,0,0,0,0,9026,62547,93668,75173,53729,32380,121657,187143,178288,138190,164579,164331,106208,52077,0,0,0,34641,134249,219811,209533,158106,188788,188146,118146,56317,0,0,0,25985,114361,179385,170558,130560,156511,152898,97278,678,0,0,0,109650,871130,1926016,1794240,1039371,1417282,1394929,667078,3255,0,0,0
501,502.0,TAMIL NADU,THE NILGIRIS,57201,54428,14771,3398,36259,31891,35991,31893,35993,34138,28181,31013,89,201,19312,764724,7209,324523,1660,75792,13,946648,1165039,0,0,2490,840,2494,1900,12878,15072,58240,58181,59,266302567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1227,7549,11058,7116,4063,3805,9804,15765,18370,17976,20151,21722,20394,16756,0,0,0,3941,10331,16712,19527,19034,21417,23096,21482,17356,0,0,0,2519,8297,13391,15294,14959,16673,18671,17080,165,0,0,0,11669,76653,149316,182293,138505,189472,242583,173582,966,0,0,0
502,503.0,TAMIL NADU,THENI,144162,138272,31204,191,106877,78147,87228,78147,87228,41994,71486,78834,21,913,55975,1216403,15425,310497,86,1742,1913,1298962,1528642,0,0,3069,1500,3070,2232,13753,16540,147630,147588,42,312632082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5061,18670,23613,18921,12569,1500,16114,36390,30675,27237,37957,48704,39346,24985,0,0,0,1603,16822,38527,32847,29186,40534,52243,41964,26307,0,0,0,1390,14518,31925,26475,23489,33025,43524,33791,0,0,0,0,7604,98634,237271,210600,159477,249338,346785,218933,0,0,0,0
503,504.0,TAMIL NADU,THOOTHUKKUDI,214753,209800,57629,171,152000,142328,158985,142322,158984,105696,137402,151668,1977,1251,96888,4439418,40397,1893605,117,4597,1520,5550771,6337620,0,0,11871,3508,11894,5538,76257,42439,234867,234798,69,1200164288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5810,34775,47950,34743,28390,21719,74142,94976,106391,106151,108803,112205,94884,51148,0,0,0,22340,77911,101194,113730,112813,115436,118526,98970,52451,0,0,0,18704,68249,88875,100834,100616,103490,105790,81050,2671,0,0,0,70657,548131,915296,1126672,928393,1072980,1116364,549455,9672,0,0,0
504,505.0,TAMIL NADU,TIRUCHIRAPPALLI,345924,337191,72185,3149,261857,282991,332058,282988,332058,186936,275560,318103,958,3210,214138,8865778,58702,2499675,2720,156761,768,9914677,11522214,0,0,21167,2205,21187,3404,49085,55183,427835,427713,122,2126377578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19804,76355,89660,74104,58188,29756,138296,219653,224597,202114,210436,218967,208919,139474,0,0,0,31159,147516,241380,247208,221057,230138,237532,223892,146578,0,0,0,26215,128762,208460,215246,192939,199823,202822,195286,2612,0,0,0,113227,867154,1915233,2113923,1517820,1730403,1731240,1523696,10663,0,0,0
505,506.0,TAMIL NADU,TIRUNELVELI,143379,141093,33724,292,107077,92588,101844,92579,101837,92863,89710,97368,1024,738,67086,3216561,22466,1087331,158,8523,69,3885213,4312415,0,0,9617,2644,9620,4551,36668,23933,151782,151625,157,960401374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3215,20887,33511,23765,15990,14800,39642,56548,68135,67760,70747,72430,61609,34578,0,0,0,15291,40990,59055,71979,71397,74747,76462,64370,35566,0,0,0,13433,37432,53947,64924,63958,67184,69380,56206,308,0,0,0,71098,341691,581023,753589,586184,736621,828265,412884,1060,0,0,0
506,507.0,TAMIL NADU,TIRUPPUR,221578,210082,66814,232,143036,129101,140688,129096,140679,142381,119433,127114,2400,465,79771,4311679,39548,2067971,114,6484,282,5475283,6386134,0,0,13941,4543,13960,9078,50988,55712,213052,212981,71,1431381200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,21786,45300,33983,21185,6078,63367,90496,96188,87666,89835,91494,82877,66646,0,0,0,6181,65723,94993,101396,91722,93238,94690,85227,67992,0,0,0,2199,54989,82331,88126,76539,76166,80033,71032,2232,0,0,0,7191,440892,1119851,1351297,852973,856081,1034821,715207,7821,0,0,0
507,508.0,TAMIL NADU,TIRUVALLUR,307736,301699,105327,5872,190500,234967,248575,234961,248569,149739,227740,238561,506,1534,146590,5667428,76834,3123685,4316,185419,6587,8156869,8976532,0,0,11724,2871,11728,4655,45449,57533,325679,325273,406,1511216570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9837,62014,83796,54099,28815,5244,121125,143374,156069,157786,186620,202758,181523,77259,0,0,0,5309,123886,146697,160463,162616,192205,209452,186464,78451,0,0,0,3653,109513,129753,145115,147535,174377,190743,163002,199,0,0,0,19014,712184,1143414,1272798,1165557,1599974,1892292,1170995,304,0,0,0
508,509.0,TAMIL NADU,TIRUVANNAMALAI,549190,539710,108368,20724,410618,470343,555264,470331,555243,265036,462057,539888,1703,8271,355348,14138275,93196,3973244,13513,384267,15605,15324016,18495786,0,0,24681,4479,24693,9168,80878,75048,716567,716226,341,2972699625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31210,141118,186566,112185,68831,21054,121074,329688,384131,339961,333407,349293,292324,129506,0,0,0,22133,127110,355056,421958,367163,358574,376218,311059,136694,0,0,0,7132,115581,318541,375076,329661,321097,337043,271330,1799,0,0,0,29241,770901,2909944,4263907,2694509,2885587,3066222,1872246,9037,0,0,0
509,510.0,TAMIL NADU,TIRUVARUR,227667,216452,98555,118,117779,167200,245159,167193,245142,106017,162425,231244,781,2912,79853,3202609,82492,3738768,80,2949,66,5176030,6944326,0,0,13773,2838,13780,5100,44249,53555,309135,309128,7,1404379902,1,1,0,9200,0,0,0,0,0,0,0,0,0,0,0,0,8911,56253,68771,57877,39433,22532,104877,136579,119175,88885,87051,100406,71950,42654,0,0,0,26864,137278,188467,162239,117778,111888,130236,90785,52557,0,0,0,20074,97972,129418,111240,82638,79092,89924,64445,968,0,0,0,106640,932253,1748881,1288204,757863,750654,866285,489167,4379,0,0,0
510,511.0,TAMIL NADU,VELLORE,147866,144413,36310,2655,105448,107945,118953,107941,118948,84844,104621,114070,235,775,78072,3582539,24790,1253254,1759,80953,10,4371964,4916746,0,0,8053,1273,8058,1773,21587,27126,159672,159578,94,814105144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3497,31127,43028,24639,11779,5043,54201,86963,85685,82105,82716,82234,68174,31446,0,0,0,5223,56599,92926,91752,87135,87097,86112,70596,32116,0,0,0,4334,51328,83482,81240,79371,78744,77661,61162,342,0,0,0,22013,377862,993594,908963,711095,747049,738273,416357,1540,0,0,0
511,512.0,TAMIL NADU,VILLUPURAM,435733,430287,118086,4828,307373,375737,460346,375712,460285,179244,365984,439620,777,2929,261146,8801729,100947,3614846,3891,149355,89,10357843,12565930,0,0,19590,2854,19611,6048,152401,73779,616477,615879,598,1943786292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22708,128848,135826,89803,62438,31962,179882,239958,249876,265159,267227,274329,193379,26708,0,0,0,35561,194414,262344,276056,291617,293412,301469,207238,28739,0,0,0,22205,167058,226684,238018,252336,254819,258667,176393,589,0,0,0,111272,1119636,1807478,2043464,1934755,2187313,2257477,1100994,3531,0,0,0
512,513.0,TAMIL NADU,VIRUDHUNAGAR,254601,247757,64579,86,183092,179848,207719,179833,207707,128547,168150,190670,407,1678,124809,4194825,43311,1465105,30,760,613,4809877,5660690,0,0,9883,2949,9901,4788,38102,48953,292788,292770,18,1064546520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12466,47600,57331,44469,28816,4536,83303,124566,107697,111641,126544,130085,100868,88202,0,0,0,4879,89195,136339,118927,122710,138611,141865,107941,93342,0,0,0,3985,75152,111847,98311,98747,113898,116748,80523,4130,0,0,0,19848,489721,1035875,835273,769666,1015703,1031990,451960,13462,0,0,0
513,514.0,TRIPURA,DHALAI,87326,86758,13033,56169,17556,84209,131858,84209,131840,91321,82990,126932,15597,1256,16206,1059865,12236,830928,54548,4555165,1929,3004705,6445958,0,0,11908,2524,11936,3494,32751,106070,151228,148799,2429,1179352219,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15324,42763,32258,21458,15081,16650,62038,65098,71857,76075,72156,39329,67473,40350,0,0,0,18150,69001,72783,87198,96842,92563,47100,79544,44746,0,0,0,14072,58254,62374,69269,73102,69763,37253,61882,97,0,0,0,114254,687167,792562,1079368,1306415,1223267,427466,815074,385,0,0,0
514,515.0,TRIPURA,Gomati,91906,91308,14314,44193,32801,84231,116670,84226,116658,72073,83412,114075,3949,728,29285,1134590,13122,506241,41005,2695159,14905,2182285,4335990,0,0,8367,2347,8400,2809,20816,172756,162482,161722,760,833188477,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7601,39836,32788,20616,13220,6857,59968,62984,59812,53875,47564,35248,30480,15544,0,0,0,7533,64850,72135,68785,61662,53791,39018,33645,16474,0,0,0,6614,58608,62287,59954,53385,48040,35199,27869,1994,0,0,0,58890,659325,847826,797227,693215,604393,366677,297126,9711,0,0,0
515,516.0,TRIPURA,Khowai,69212,68714,13553,33927,21234,64787,77292,64784,77284,69693,63393,74654,2128,769,19133,841211,12584,581896,31676,1842799,6941,1462736,3265906,0,0,6309,903,6363,1406,14741,132322,107033,106681,352,627828714,18,13,5,9440,0,0,0,0,0,0,0,0,0,0,0,0,4088,23292,22349,14761,10164,7764,50260,33935,38798,38725,53248,39460,38546,15419,0,0,0,7891,51770,35073,40278,40762,56555,41185,39782,15775,0,0,0,6740,48282,33586,38610,37247,52453,43235,35172,3054,0,0,0,40486,519167,324348,438781,416209,703029,422550,385457,15879,0,0,0
516,517.0,TRIPURA,NORTH TRIPURA,68178,67709,11110,21809,34790,62259,94527,62256,94519,64779,61346,91654,3831,576,31287,1480585,9934,491231,20125,1222921,13006,1366978,3194737,0,0,5880,1349,5926,1714,17336,106232,114987,114315,672,585683947,4,3,1,3396,0,0,0,0,0,0,0,0,0,0,0,0,7548,28882,26514,17887,10823,3880,35436,35262,36806,36469,37372,33570,33414,17695,0,0,0,4991,42211,45054,49046,48005,49493,44514,43848,21845,0,0,0,3501,34608,34493,36175,35691,36604,33745,31898,5792,0,0,0,34337,378136,426719,496212,478659,515005,412852,416845,35972,0,0,0
517,518.0,TRIPURA,Sepahijala,83445,83064,14705,24342,44017,75764,107188,75764,107188,82583,73898,102515,3516,1417,38199,2069528,13433,695399,22266,1509201,11371,2155186,4274128,0,0,8120,1530,8148,2191,20769,134080,144940,144177,763,808331616,38,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3791,33660,30779,21069,12975,17939,56984,53438,44768,44229,50672,51172,37032,17796,0,0,0,19953,66320,62526,50846,50290,57796,58890,40180,19071,0,0,0,16940,54690,51626,43794,42373,48526,49890,33970,2398,0,0,0,149035,789481,712193,504572,507569,627531,603214,364051,12491,0,0,0
518,519.0,TRIPURA,SOUTH TRIPURA,92195,91733,13379,32705,45649,84483,111685,84481,111653,86597,83091,107906,477,873,40538,1849309,12208,584156,30345,1498115,12478,1840165,3931580,0,0,7526,1132,7545,1506,17271,101385,166143,164713,1430,753298261,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5946,35917,30987,21105,13951,9657,68090,52184,53282,51777,65176,62860,44940,14870,0,0,0,10888,72923,56275,57536,55638,71333,67356,47252,15514,0,0,0,8778,65985,50835,52721,52080,63499,63886,42580,2645,0,0,0,63426,644525,492901,497280,525276,720982,597445,377990,11755,0,0,0
519,520.0,TRIPURA,Unakoti,53655,52939,10164,12558,30217,43919,61012,43919,61008,36370,43180,59135,1934,796,23528,887507,8618,344816,11034,674493,11875,859612,1906816,0,0,3352,693,3373,935,9792,112209,89606,89483,123,335873324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3454,18391,17408,12265,7617,5755,23036,26534,28935,25348,27101,17464,16510,9976,0,0,0,6354,26761,32138,35740,31010,32774,20550,19689,11706,0,0,0,5591,22833,26064,28397,24881,26758,16959,15337,2265,0,0,0,40455,219716,288939,368899,301054,358754,158120,156329,14550,0,0,0
520,521.0,TRIPURA,WEST TRIPURA,96355,95091,19279,36162,39650,83705,97536,83702,97527,53422,82295,94717,221,1911,33388,826240,16594,415391,32313,1580152,13049,1371334,2821783,0,0,5221,1673,5254,2133,16609,87963,150238,148397,1841,519975965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681,29059,28821,19577,13579,18628,58879,40872,40539,34353,46238,45838,26833,23303,0,0,0,18867,61362,43003,41998,35848,47988,47278,27860,23810,0,0,0,17551,58443,40191,40045,34037,46025,47800,25258,4841,0,0,0,71986,571185,413938,387387,302843,484284,346768,219214,24178,0,0,0
521,522.0,UTTAR PRADESH,AGRA,205612,183780,58064,1589,124127,106994,138390,106967,138338,49666,91523,114169,1408,176,61403,2225693,29445,1063880,675,23920,645,962730,3313493,0,0,6572,1159,6652,1414,25866,31006,185533,184095,1438,660345893,4266,4154,112,2814,0,0,0,0,0,0,0,0,0,0,0,0,24909,38212,32635,14889,3368,5,55020,72804,59205,41026,34989,28910,23820,10197,0,0,0,5,67223,90340,71390,47833,39900,32541,26747,11236,0,0,0,0,45541,58904,48215,31397,25257,19977,13541,69,0,0,0,0,601536,891925,681976,399366,326400,255751,155309,285,0,0,0
522,523.0,UTTAR PRADESH,ALIGARH,247988,230439,62952,323,167164,144289,169350,144215,169253,73414,115322,129509,945,174,83711,2482123,31448,1028838,163,4368,1537,841324,3515329,0,0,6976,1714,7093,2138,55130,38602,219767,217652,2115,697998117,1802,1635,167,9045,0,0,0,0,0,0,0,0,0,0,0,0,28649,44732,34555,17107,4466,17850,78913,97714,71253,58827,49865,45082,40066,19843,0,0,0,19554,88616,112322,78889,64457,54291,48660,43116,21127,0,0,0,13317,65697,72225,54382,39805,33658,28645,21682,265,0,0,0,96754,737286,885043,578438,388007,338408,291075,198640,1678,0,0,0
523,524.0,UTTAR PRADESH,AMBEDKAR NAGAR,319864,279696,101600,775,177321,187790,237170,187663,236994,60277,120900,141388,530,103,73660,2079286,46965,1313344,275,7026,253,1232664,3399656,0,0,5603,3496,5758,4011,1253636,60445,259090,251882,7208,668221798,2426,2309,117,0,0,0,0,0,0,0,0,0,0,0,0,0,17736,44087,45436,24472,9657,21706,78391,80126,43914,43421,54887,110526,65448,23861,0,0,0,23970,89568,90798,48601,47984,61344,131172,73913,26408,0,0,0,15522,66097,61708,28070,22501,24024,28030,20381,68,0,0,0,165149,936074,773430,335515,264800,309973,352364,262026,325,0,0,0
