,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
327,328.0,MADHYA PRADESH,SHIVPURI,184623,176582,30525,31976,114081,119117,217800,118868,217319,85712,98110,170531,1528,653,68872,4041268,15448,835347,13790,727778,2116,1896881,5604393,0,0,10443,6456,10633,9412,68841,53312,235817,194890,40927,998127845,2634,2257,377,4667132,0,0,0,0,0,0,0,0,0,0,0,0,50509,58804,39243,16565,4740,13237,36710,57243,58021,44087,41758,40890,40955,24727,0,0,0,18891,55643,92522,93288,68119,61525,62363,62945,36192,0,0,0,11178,32675,50672,52626,41135,37031,35961,34128,3139,0,0,0,117273,634797,1131291,1113277,753381,596725,659942,570950,27465,0,0,0
328,329.0,MADHYA PRADESH,SIDHI,145451,134020,22587,41295,70138,110447,203518,110341,203303,81732,87757,155649,1009,688,44916,2073898,13823,631212,29018,1329782,1522,1675278,4034892,0,0,6358,2617,6478,3110,1425764,54305,155919,106088,49831,610652055,2022,1675,347,992672,0,0,0,0,0,0,0,0,0,0,0,0,32724,47417,41150,24580,9778,14864,42498,52251,47419,44597,39634,38590,31547,17147,0,0,0,22883,70010,89185,78321,72784,63601,62132,51343,27708,0,0,0,11416,35854,42668,36893,32408,28424,26361,22400,1167,0,0,0,133345,678380,813058,618670,528295,449209,428164,375255,10756,0,0,0
329,330.0,MADHYA PRADESH,SINGRAULI,177407,169896,31500,53437,84959,91848,160516,91725,160304,59405,74111,124122,799,729,36246,1608455,13292,558680,24573,1021712,780,1226547,3188847,0,0,5998,1354,6054,1864,11310060,47162,187984,135863,52121,567606230,3816,2892,924,7099418,0,0,0,0,0,0,0,0,0,0,0,0,27175,39296,30866,19825,6960,9071,34236,39456,27602,24559,26808,25489,29932,13905,0,0,0,14015,55455,64384,43154,37776,40954,38468,45932,21254,0,0,0,7995,29306,33334,22984,20195,23126,22148,22531,1371,0,0,0,116607,600150,649503,397217,327936,370681,358669,357072,11982,0,0,0
330,331.0,MADHYA PRADESH,TIKAMGARH,155428,148381,23345,20145,104891,117578,205395,117415,205089,106081,100162,164978,2482,520,72482,4316802,15576,879191,12104,704836,3383,1996250,5900841,0,0,10876,4109,11113,6573,57619,64840,206860,175964,30896,1019333742,8232,5900,2332,46263948,0,0,0,0,0,0,0,0,0,0,0,0,40981,51827,42371,21905,7882,7436,35051,47042,49121,45290,52999,48018,45137,22231,0,0,0,10238,54663,74017,75392,66965,80302,72178,67300,31901,0,0,0,6320,30225,43073,45559,42233,45925,42806,40753,5197,0,0,0,67681,566937,941653,1006565,806309,895555,822576,749987,44580,0,0,0
331,332.0,MADHYA PRADESH,UJJAIN,145066,127529,41212,11465,74852,55231,106254,55136,106043,31978,42988,75321,1070,490,26563,1464528,14261,756270,2164,109435,571,749027,2330233,0,0,3516,1242,3529,2012,598125,19667,126381,89931,36450,338409474,14167,6919,7248,28076206,0,0,0,0,0,0,0,0,0,0,0,0,11174,25768,20959,12191,5232,5775,23901,25499,20678,14403,16636,19297,19488,16741,17,0,0,8892,40267,43759,34056,21895,26573,31801,31850,26643,32,0,0,5091,21258,23328,18284,12381,12864,14923,14506,1290,0,0,0,57384,469845,531886,364486,203159,203967,246571,242063,10986,0,0,0
332,333.0,MADHYA PRADESH,UMARIA,120339,115794,9195,56899,49700,85160,145583,85111,145469,61814,74716,120810,1906,1052,29837,1294646,5842,245156,39037,1790686,999,1531304,3330488,0,0,5742,1625,5763,2215,934821,39953,183589,176535,7054,557669970,6024,5832,192,21910,0,0,0,0,0,0,0,0,0,0,0,0,17156,44796,34091,17938,6835,21637,46461,45243,29552,19169,26752,25760,26271,15673,0,0,0,31359,73494,69667,43166,27017,37367,36041,37825,21170,0,0,0,17645,41050,41781,26560,16790,23456,21384,17973,757,0,0,0,213373,809857,736877,413641,262637,348946,300857,239409,5130,0,0,0
333,334.0,MADHYA PRADESH,VIDISHA,177048,128003,25676,7363,94964,95410,147159,95168,146772,138423,85094,129287,1390,403,64219,3274106,16766,910868,4109,214425,2964,1243867,4399399,0,0,8176,2710,8315,4558,52773,51373,164240,154731,9509,753094904,862,683,179,0,0,0,0,0,0,0,0,0,0,0,0,0,39450,39939,29468,15693,4737,8632,31755,61372,50860,25275,20656,29734,32087,20919,0,0,0,11146,41349,88984,70959,31893,25286,38920,42964,26769,0,0,0,7800,29223,57416,48577,25099,20057,26584,28001,6105,0,0,0,75133,517598,1275417,903222,393998,298299,426162,464144,46134,0,0,0
334,335.0,MAHARASHTRA,AHMEDNAGAR,643925,619598,34698,29367,555533,51215,89979,51152,89843,42108,44317,75797,2190,97,37888,1122157,3743,96011,2686,70668,336,606709,1288836,0,0,3078,389,3097,826,33276,106949,308375,263213,45162,311074108,88273,87202,1071,335088,0,0,0,0,0,0,0,0,0,0,0,0,4842,25100,22911,14619,8325,5026,17589,14590,13871,12146,13167,12177,10634,9322,0,0,0,7114,28395,23537,22385,19840,21992,20246,17525,15631,0,0,0,4514,15789,12867,12140,10454,11266,10535,8942,286,0,0,0,54055,236754,202899,189204,154209,166290,157996,124468,2961,0,0,0
335,336.0,MAHARASHTRA,AKOLA,223244,211220,34152,9425,167643,25507,38393,25338,38116,20691,22146,32564,744,935,16807,409006,4222,99108,1117,27041,861,186251,535155,0,0,1240,235,1257,375,18437,34735,129549,125086,4463,117981939,26107,25155,952,7434600,0,0,0,0,0,0,0,0,0,0,0,0,2323,10301,10566,6606,2768,4634,9318,9564,6636,6048,6955,6183,5495,3086,0,0,0,6720,13332,13691,9503,8563,9993,9016,8214,4476,0,0,0,3839,7777,7918,5420,4485,5878,5207,4359,164,0,0,0,40906,88516,92573,68670,50757,73008,63771,55592,1362,0,0,0
336,337.0,MAHARASHTRA,AMRAVATI,352835,347126,34161,57426,255539,89726,192716,89620,192448,117906,78262,156870,15999,698,42931,2555103,7918,588464,27413,1798565,3456,1642102,4942132,0,0,11080,803,11250,1309,109921,72983,360302,349462,10840,1092827854,32993,31266,1727,16448439,0,0,0,0,0,0,0,0,0,0,0,0,13023,61800,45845,25760,10461,23599,52873,45685,25860,19800,20921,22057,32466,31754,0,0,0,43710,115890,93646,41087,28152,30115,33039,64087,64788,0,0,0,21338,47236,43263,26102,19647,20553,21776,25311,858,0,0,0,411416,1379497,936573,523750,354130,422524,436651,470528,7063,0,0,0
337,338.0,MAHARASHTRA,AURANGABAD,490444,469390,18706,9376,441308,24950,42740,24873,42566,23178,21627,36457,1043,124,19655,682564,1152,30461,820,22946,446,300160,735971,0,0,1719,681,1741,1101,32048,31155,194994,186130,8864,171316033,85589,84274,1315,62428,0,0,0,0,0,0,0,0,0,0,0,0,3300,11995,12515,6269,2400,4883,10757,9794,7097,5453,5462,6233,4872,2838,0,0,0,7793,17348,16164,11638,9126,9229,10274,8416,4779,0,0,0,3884,9334,8508,5989,4703,4870,5876,4283,172,0,0,0,45158,164438,148029,95587,68688,67411,82206,62509,2053,0,0,0
338,339.0,MAHARASHTRA,BEED,369792,359980,13784,1714,344482,28507,78882,28149,77929,16287,21341,54760,2225,34,20462,925422,799,23998,80,3032,440,406052,952452,0,0,2197,119,2300,760,100472400,52101,225531,175537,49994,223793621,48980,47637,1343,228956,0,0,0,0,0,0,0,0,0,0,0,0,9381,17694,14000,10063,3622,6435,12308,11161,4076,5362,6717,5293,3983,1238,0,0,0,22197,36780,25568,7950,11180,13191,9871,8010,2751,0,0,0,4855,8960,9279,2854,4068,5458,3608,3229,0,0,0,0,135345,258197,210855,46765,71674,94509,70479,64628,0,0,0,0
339,340.0,MAHARASHTRA,BHANDARA,233264,230088,33761,15840,180487,140119,296279,140101,296258,51506,122680,231025,1667,7457,95604,2399329,17595,421098,9481,269469,439,1734241,3089896,0,0,4949,1572,4953,1820,28694,38292,424924,408204,16720,491465735,8801,8675,126,0,0,0,0,0,0,0,0,0,0,0,0,0,9128,97246,71129,39624,13920,12417,117950,70007,13009,5857,7856,8429,6667,4230,0,0,0,22482,248057,137000,20582,8933,11937,12919,9922,6248,0,0,0,10395,103531,58637,12299,5244,7243,7940,6179,215,0,0,0,103049,1828073,701221,150832,55882,84229,96661,68535,1414,0,0,0
340,341.0,MAHARASHTRA,BULDHANA,333573,315378,30993,7048,277337,34653,50815,34606,50737,29708,28742,40504,1747,67,25308,811707,2576,73042,858,20511,446,286989,905260,0,0,2145,185,2151,367,34305,35613,193537,175819,17718,214399798,44485,43695,790,214418,0,0,0,0,0,0,0,0,0,0,0,0,4092,13618,12556,7480,2758,5712,17447,13797,10527,8207,7562,7364,6304,4675,0,0,0,7340,25180,19088,14139,10852,9948,9679,7948,5683,0,0,0,4946,13709,10356,9038,7188,6500,6459,5480,646,0,0,0,43901,207447,149180,132048,104549,93776,92116,77813,4544,0,0,0
341,342.0,MAHARASHTRA,CHANDRAPUR,293793,289542,39349,56183,194010,99238,206966,99220,206916,62609,86764,164273,1967,587,55204,1450795,12584,341097,18976,598387,2236,1067918,2390279,0,0,4830,288,4837,505,61050,46875,366948,324941,42007,479801101,12018,11563,455,941864,0,0,0,0,0,0,0,0,0,0,0,0,7441,70991,52363,25926,7553,17429,68319,53997,13965,9316,10484,9550,7837,6414,0,0,0,31235,141453,108000,21699,12688,13887,12418,9817,8279,0,0,0,15218,59428,45365,13219,8780,9835,8831,6983,439,0,0,0,169904,1029189,579990,188181,103164,120823,111547,83936,3545,0,0,0
342,343.0,MAHARASHTRA,DHULE,280230,252718,18515,66887,167316,34713,64310,34552,63954,29966,30285,54534,447,77,17840,441276,1321,31003,11124,290429,469,296470,762708,0,0,1822,416,1842,879,22946,53851,209888,179925,29963,179273194,35750,35054,696,1912616,0,0,0,0,0,0,0,0,0,0,0,0,4953,19716,15881,9547,4438,2300,16184,12193,11626,7142,6610,8317,5596,3257,0,0,0,3913,29133,21485,20670,12433,11548,14561,10026,5691,0,0,0,1799,13443,9996,9481,5235,5176,6684,4176,17,0,0,0,20543,204703,135071,137599,62599,62817,89633,49586,157,0,0,0
343,344.0,MAHARASHTRA,GADCHIROLI,184179,170119,21558,66796,81765,73591,163504,73564,163444,44314,62525,129155,1014,338,29499,671433,7894,185328,25132,715138,10654,730590,1571899,0,0,3464,779,3476,1097,31891,45709,366428,361068,5360,347223209,13349,13100,249,0,0,0,0,0,0,0,0,0,0,0,0,0,4780,58364,40413,20115,5510,19218,48817,39784,10750,3328,3113,3110,2849,3403,0,0,0,39597,106299,82948,18140,5403,4984,5005,4463,6208,0,0,0,16199,42228,31756,9959,3090,2920,3016,2328,211,0,0,0,187925,700169,426540,123219,36833,35882,34860,24600,1871,0,0,0
344,345.0,MAHARASHTRA,GONDIA,283861,283731,25992,35536,222203,126593,227146,126504,226978,59128,111319,184543,2324,306,83507,2148188,10646,280497,17166,433830,6226,1515775,2862515,0,0,5256,2873,5264,3231,71055,57456,491628,464611,27017,522679571,3754,3411,343,0,0,0,0,0,0,0,0,0,0,0,0,0,10472,69677,58203,34250,11949,3648,90299,84056,19971,10013,11245,12185,7280,3473,0,0,0,4848,153284,140783,30844,14417,16053,17637,10020,4326,0,0,0,3464,75469,73752,19241,9823,10795,11585,6319,66,0,0,0,37964,1048283,1004573,260767,120509,149542,155365,85129,383,0,0,0
345,346.0,MAHARASHTRA,HINGOLI,168338,149566,38428,34806,76332,25468,43969,25403,43851,15107,22180,37884,1563,19,13676,522634,4071,131615,4433,156917,15,331957,811166,0,0,1922,478,1943,884,25586,26989,145773,134672,11101,191959104,8776,8433,343,98808,0,0,0,0,0,0,0,0,0,0,0,0,4094,13320,11724,6270,2476,5610,12888,15333,10155,3335,4087,3023,2464,1462,0,0,0,9279,21743,25724,17169,5485,6663,5035,4062,2387,0,0,0,4913,11348,12932,7942,2800,3622,2549,2005,33,0,0,0,61758,212834,241277,131717,42872,54064,38659,27617,368,0,0,0
346,347.0,MAHARASHTRA,JALGAON,418550,350753,38177,48129,264447,45447,74820,45422,74784,31154,40041,64582,1919,185,32833,1056508,3090,91393,4118,130880,1731,445674,1278781,0,0,2959,574,2991,793,27375,66481,220861,206008,14853,275287486,91128,89858,1270,22531388,0,0,0,0,0,0,0,0,0,0,0,0,7543,22526,20208,10728,3577,4577,13140,13585,13857,12894,14255,14070,11688,7000,0,0,0,7248,20790,21448,21328,19847,22178,21936,17967,10534,0,0,0,3994,11296,11441,12152,11125,12541,12001,9788,681,0,0,0,52642,168757,183700,202455,163206,179687,184189,137879,6266,0,0,0
347,348.0,MAHARASHTRA,JALNA,301811,271837,15576,2508,253753,44499,96516,44490,96493,20479,35796,74772,1828,114,33960,1072730,1582,41929,254,6767,207,482313,1121426,0,0,2565,623,2610,955,14931517,45212,250592,197489,53103,257999752,3514,2469,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,10055,28475,19976,12020,4251,5984,21784,16524,9825,6456,6944,9218,10594,5568,0,0,0,11690,45614,34653,19545,12531,14240,19088,24162,13051,0,0,0,4792,16138,13433,6807,4916,5543,7648,9073,326,0,0,0,66128,274734,239997,99553,67698,82309,114235,171086,5686,0,0,0
348,349.0,MAHARASHTRA,KOLHAPUR,242252,209485,24089,639,184757,12259,22142,12203,22005,9024,10758,19235,136,37,9206,180701,1542,23661,10,187,308,82913,204549,0,0,479,88,482,116,3360,26852,110141,105909,4232,48435523,33547,33147,400,11662,0,0,0,0,0,0,0,0,0,0,0,0,2641,4574,5778,3963,2279,1070,5236,4164,3290,1641,1724,2258,1647,899,0,0,0,1934,8906,7119,5764,2901,3113,3771,2985,1518,0,0,0,963,4753,3504,2519,1260,1332,1909,1170,20,0,0,0,9832,54850,40411,31613,15063,15661,23710,13156,253,0,0,0
349,350.0,MAHARASHTRA,LATUR,240279,229712,49365,3636,176711,21045,37334,21001,37229,15764,18660,32606,2253,22,14485,736768,3904,132159,271,13178,208,390943,882105,0,0,2094,254,2108,710,19575,33601,258365,252177,6188,209593679,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2228,10562,10810,6422,2584,4070,9086,10481,8542,5275,5145,4533,2722,2168,0,0,0,6670,15495,18199,14791,9076,8511,7547,4269,3353,0,0,0,3533,8025,9286,7466,4835,4266,3590,2313,20,0,0,0,60082,161186,217058,162896,84877,75469,78221,42165,151,0,0,0
350,351.0,MAHARASHTRA,NAGPUR,206668,205969,25799,20884,159286,40116,57646,40072,57563,62924,37469,52878,3714,275,28132,1215465,5089,220762,4248,184588,1005,552971,1620815,0,0,3717,171,3730,250,31363,29775,194497,181852,12645,372843603,329,320,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7188,17574,15380,9162,3574,8723,17169,16988,14069,12204,12948,13686,12287,8353,23,0,0,10817,23816,22795,17342,14877,16108,16667,14709,9819,23,0,0,7997,15794,15709,13192,11646,12480,13071,11434,444,0,0,0,117334,270814,250667,211053,181595,204683,207436,174207,3026,0,0,0
351,352.0,MAHARASHTRA,NANDED,414266,391651,75845,37361,278445,34623,61744,34573,61645,21101,29818,51871,2116,50,20586,786139,6426,201030,2806,91152,636,487071,1078321,0,0,2223,401,2239,755,911038,57805,259484,250122,9362,238032296,117853,116297,1556,13476809,0,0,0,0,0,0,0,0,0,0,0,0,3609,19901,16449,8683,3231,3763,12784,14571,9415,6655,7709,8482,8341,3433,0,0,0,6099,22318,25722,16038,11209,12922,14335,14189,5814,0,0,0,3437,11385,12593,8326,5953,7115,7383,6717,98,0,0,0,43473,208377,229811,143836,99916,116136,129104,106940,728,0,0,0
352,353.0,MAHARASHTRA,NANDURBAR,363567,314722,11153,255914,47655,116835,215986,116417,215027,78989,94473,158699,1536,135,7823,193912,2409,59364,84241,2141845,4421,999338,2395121,0,0,5429,515,5574,869,27952,89711,292407,276926,15481,559587133,63655,62799,856,149018,0,0,0,0,0,0,0,0,0,0,0,0,23109,53214,42436,27306,12637,10926,62225,56040,33143,24098,24627,15613,12678,6904,0,0,0,16901,109444,104483,54175,39164,39472,24573,20154,10562,0,0,0,9397,47488,37524,29649,20788,20412,12563,10268,293,0,0,0,99633,665381,490567,389352,238913,246476,143381,118878,2540,0,0,0
353,354.0,MAHARASHTRA,NASHIK,445516,402564,9076,127930,265558,70260,138235,70178,137986,67921,60262,111938,2017,510,26200,772344,1066,27299,32996,939654,1686,646337,1739297,0,0,4119,117,4145,459,23042,65489,346583,328262,18321,412627702,75341,74557,784,1589735,0,0,0,0,0,0,0,0,0,0,0,0,14075,43547,30474,17439,6404,9596,39619,24529,18437,10660,11541,12158,6947,4847,0,0,0,16594,74782,46371,33178,18610,20079,20945,11654,7948,0,0,0,8699,32151,20746,16753,9606,10423,11106,5749,210,0,0,0,110171,505852,320267,266094,131421,156889,167908,78610,2085,0,0,0
354,355.0,MAHARASHTRA,OSMANABAD,240900,208725,32030,2197,174498,25555,48485,25330,48027,17070,19514,36003,2384,110,17524,847181,1889,69480,101,3690,243,381696,920351,0,0,2150,211,2186,628,5340800,35880,139495,135945,3550,214295494,51213,50760,453,21622,0,0,0,0,0,0,0,0,0,0,0,0,2598,11366,10790,7478,3771,5415,11689,11906,11962,8097,8128,6042,4313,3020,0,0,0,9984,21118,21555,22024,14583,14432,10911,7737,5137,0,0,0,3174,7933,9069,9438,5573,5610,4570,3302,0,0,0,0,44324,163461,193940,209838,88845,92499,80562,46882,0,0,0,0
355,356.0,MAHARASHTRA,PARBHANI,233235,214268,22798,2659,188811,23868,44316,23686,43954,11416,18860,33923,1215,42,17345,657322,1371,36811,144,5813,125,262914,699946,0,0,1630,415,1686,869,2593928,30280,176869,160074,16795,164247686,9050,8829,221,2739,0,0,0,0,0,0,0,0,0,0,0,0,5225,11340,9073,5970,2315,3562,8514,9230,8383,6232,6703,7925,8077,4255,0,0,0,5783,14693,16048,14884,11016,12126,14875,15043,7597,0,0,0,2404,6089,6953,6529,3618,5014,6703,6922,14,0,0,0,28730,114345,115148,96803,41199,69638,104616,129432,35,0,0,0
356,357.0,MAHARASHTRA,PUNE,254169,219881,14858,20024,184999,15666,29475,15431,28937,14500,12558,23081,720,85,10038,340858,845,25343,1675,45821,519,179009,412022,0,0,957,101,983,314,10406,29728,111624,96403,15221,96243069,17267,17000,267,16893,0,0,0,0,0,0,0,0,0,0,0,0,3940,6602,5958,4264,2317,1356,4503,4815,4792,3853,3609,4490,3640,2707,0,0,0,2162,7921,8305,8349,6971,6699,8372,6685,5025,0,0,0,1159,3790,3591,4067,3183,3143,3808,2664,15,0,0,0,13976,65704,60414,72784,45919,48452,68539,36005,229,0,0,0
357,358.0,MAHARASHTRA,RAIGAD,115988,99560,3846,16092,79622,7197,14104,7155,14012,9513,6522,12474,150,13,4791,121070,203,4615,1528,43963,180,68290,169648,0,0,398,21,412,40,33300,27610,60148,57403,2745,40864539,16862,16498,364,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,3326,3052,2547,1588,754,2695,866,767,1178,1714,2071,1455,1036,0,0,0,1531,4932,1407,1355,2320,3305,4250,2869,2064,0,0,0,743,2530,794,696,1132,1597,1891,1203,40,0,0,0,10001,36894,11220,9242,20729,27129,37207,16708,518,0,0,0
358,359.0,MAHARASHTRA,RATNAGIRI,179702,157951,9459,1400,147092,25686,49679,25519,49291,34685,23263,43702,704,129,21563,553974,1469,35200,231,6280,298,266795,595454,0,0,1445,71,1462,130,44152,48183,108184,95152,13032,142849559,21580,21364,216,206682,0,0,0,0,0,0,0,0,0,0,0,0,4257,8975,12038,10953,7479,5615,11037,4499,3534,2833,5524,7195,4917,3343,0,0,0,10155,20098,8175,6536,5506,11169,14314,9599,6626,0,0,0,5154,9831,3895,3137,2601,5153,6604,3926,163,0,0,0,59912,123623,49653,46185,42674,92466,123099,55695,2147,0,0,0
359,360.0,MAHARASHTRA,SANGLI,217152,198303,16063,935,181305,18089,29694,18036,29594,13481,14360,22883,846,35,13210,443468,1123,33693,27,815,232,193616,477976,0,0,1073,61,1086,321,18781,28763,144037,130665,13372,109968882,31938,31519,419,0,0,0,0,0,0,0,0,0,0,0,0,0,2520,6029,6827,5179,2328,3826,8018,6780,5338,3104,3561,4532,4562,3717,0,0,0,6083,12291,10346,8041,5036,5769,7009,6903,5716,0,0,0,3271,6534,5118,4174,2105,2608,3569,3530,18,0,0,0,38004,105169,91497,66176,28125,40116,58461,50291,137,0,0,0
360,361.0,MAHARASHTRA,SATARA,293374,258127,21214,1897,235016,16265,28618,15922,27762,20233,14118,23955,846,130,12997,377408,1043,22262,78,2138,213,173727,401808,0,0,934,142,960,257,12645,30128,189108,174714,14394,93736719,13517,13268,249,0,0,0,0,0,0,0,0,0,0,0,0,0,2455,5888,6836,5703,3073,2148,6175,4527,4073,2817,3270,4408,3375,2462,1,0,0,3513,10367,7510,6702,4639,5681,7647,5774,4181,3,0,0,1972,5512,3906,3566,2333,2787,3827,2568,12,0,0,0,23190,80172,58500,60338,33196,47711,64177,34434,90,0,0,0
361,362.0,MAHARASHTRA,SINDHUDURG,95995,75422,4815,338,70269,15994,29297,15936,29171,22102,14550,25628,244,200,14028,313263,472,9348,50,921,511,126862,323532,0,0,774,70,780,100,15348,40143,87704,86722,982,75863163,10060,9781,279,703715,0,0,0,0,0,0,0,0,0,0,0,0,2195,5264,7686,6484,4001,3948,5301,5036,3506,2571,3946,4124,2571,1498,0,0,0,6899,9272,8852,6270,4712,7008,7514,4641,2627,0,0,0,3524,4836,4360,3251,2294,3605,3758,2398,16,0,0,0,33262,57462,47215,37624,24977,43769,49427,29632,164,0,0,0
362,363.0,MAHARASHTRA,SOLAPUR,359053,282083,30891,5941,245251,13496,23485,13307,23108,8779,11108,18724,428,23,9951,271861,951,20189,206,4860,710,109528,296910,0,0,693,0,707,110,9047,39404,128288,116594,11694,69594969,71732,70243,1489,15167,0,0,0,0,0,0,0,0,0,0,0,0,2249,5355,5931,3515,1674,822,5552,4414,3796,2815,2714,2333,2445,1781,0,0,0,1287,9245,7237,6170,4676,4635,4096,4586,3333,0,0,0,653,4582,3755,3161,2316,2078,2012,1741,27,0,0,0,6763,63174,55971,48709,33113,31639,31500,25799,242,0,0,0
363,364.0,MAHARASHTRA,THANE,104093,103319,4779,35244,63296,10418,20993,10365,20855,12232,9316,18255,278,35,4955,135762,196,4716,4165,118764,302,102045,259242,0,0,628,82,630,116,6496,13672,81882,80740,1142,62696632,26466,26289,177,57503,0,0,0,0,0,0,0,0,0,0,0,0,1041,6189,5527,3601,1897,1337,4364,3630,2177,1310,1533,2251,1285,1096,0,0,0,2517,8410,6895,4097,2619,3050,4273,2263,1989,0,0,0,1255,4164,3165,1956,1235,1395,1942,1042,83,0,0,0,18557,70209,53516,30619,19085,20899,30960,14609,788,0,0,0
364,365.0,MAHARASHTRA,WARDHA,159942,125386,18079,15921,91386,19973,36836,19887,36549,34909,18293,33087,2198,158,13394,617616,2809,136604,2090,104330,459,243719,858550,0,0,2012,391,2023,436,1095206,34793,141848,123232,18616,202929277,14647,14025,622,0,0,0,0,0,0,0,0,0,0,0,0,0,4651,9813,10159,6131,2333,5299,8794,9575,7176,5863,6123,5460,4989,3107,0,0,0,8517,14779,16366,11944,9446,9893,8762,7890,4447,0,0,0,4768,7979,8591,6435,5143,5519,4875,4295,269,0,0,0,84819,140506,161892,114243,92420,100956,84882,77159,1673,0,0,0
365,366.0,MAHARASHTRA,WASHIM,192676,192280,23859,7868,160553,14547,23339,14463,23165,11370,11824,18518,1014,94,9946,349541,1457,50010,421,19526,160,156588,419077,0,0,1003,235,1010,418,29738,19104,144329,130135,14194,98481056,14634,13328,1306,27152,0,0,0,0,0,0,0,0,0,0,0,0,1443,6175,6189,3566,1145,1711,6343,6796,3680,3178,3544,3427,3948,2329,0,0,0,2422,9584,10599,5567,4767,5415,5254,6150,3329,0,0,0,1653,5305,5077,3127,2821,3136,2994,3446,143,0,0,0,20530,72182,79945,51394,41559,49757,49169,53476,1065,0,0,0
366,367.0,MAHARASHTRA,YAVATMAL,444540,416030,36838,68289,310903,50076,80611,49970,80413,44138,43542,68586,2849,261,31326,1170823,4811,134304,7405,253115,614,626162,1558242,0,0,3661,885,3707,2418,60845,68643,314764,260430,54334,369637538,30546,24477,6069,13566,0,0,0,0,0,0,0,0,0,0,0,0,5004,23683,23222,12114,4489,12400,25913,21775,13280,8275,9579,8808,7452,5222,0,0,0,19289,41117,34492,19994,12193,14452,13159,10926,7700,0,0,0,11174,22384,18866,12383,7626,8696,8006,6375,369,0,0,0,155626,390503,309131,195198,123008,144083,137503,99908,3282,0,0,0
367,368.0,MANIPUR,BISHNUPUR,50580,50424,7570,133,42721,50359,53508,50359,53510,51993,49878,52623,0,189,42297,1987842,7448,344210,133,5698,310,1218714,2337750,0,0,3063,3493,8143,4239,15284,43792,59962,52361,7601,370148216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7356,14104,12464,9779,8920,647,560,3181,11227,37528,47362,4288,10531,7920,0,0,0,648,560,3213,11267,37691,48860,4422,10553,8036,0,0,0,0,0,3181,11543,41389,48926,41111,7230,0,0,0,0,0,0,21388,137817,428395,1159454,543874,46822,0,0,0,0
